Year,Company,Person,Project,Person Type,Project Url,Technology,Topic,Gender
2017,Berkman Klein Center for Internet and Society at Harvard University,Dongge Liu,Project Proposal: Implement topic creation using machine learning - 2017 - Google Summer of Code Archive,student,https://gist.github.com/Alan32Liu/08a639512568c7320b2869c019131de8,ruby on rails,digital rights,male
2017,Berkman Klein Center for Internet and Society at Harvard University,Linas Valiukas,Project Proposal: Implement topic creation using machine learning - 2017 - Google Summer of Code Archive,mentor,https://gist.github.com/Alan32Liu/08a639512568c7320b2869c019131de8,ruby on rails,digital rights,unknown
2017,Joomla,Jan Jaracz,Project VI: Publishing Workflow in Joomla! - 2017 - Google Summer of Code Archive,student,https://docs.joomla.org/Publishing_Workflow,php,web,male
2017,Joomla,Sven Hurt,Project VI: Publishing Workflow in Joomla! - 2017 - Google Summer of Code Archive,mentor,https://docs.joomla.org/Publishing_Workflow,php,web,male
2017,Joomla,Buddhima Wijeweera,Project VI: Publishing Workflow in Joomla! - 2017 - Google Summer of Code Archive,mentor,https://docs.joomla.org/Publishing_Workflow,php,web,male
2017,Joomla,Shubham Rajput,Project VI: Publishing Workflow in Joomla! - 2017 - Google Summer of Code Archive,mentor,https://docs.joomla.org/Publishing_Workflow,php,web,male
2017,Joomla,Benjamin Trenkle,Project VI: Publishing Workflow in Joomla! - 2017 - Google Summer of Code Archive,mentor,https://docs.joomla.org/Publishing_Workflow,php,web,male
2017,Joomla,Shivam Rajput,PROJECT XI: REFACTORING THE HELP SCREENS LOCALISED ON JDOCS AND SERVED IN THE JOOMLA! BACKEND THROUGH THE HELP SERVER TO MAKE THEM MORE MANAGEABLE BY VOLUNTEERS - 2017 - Google Summer of Code Archive,student,https://github.com/joomla-projects/gsoc17_helpscreens_on_jdocs/pull/10,php,web,male
2017,Joomla,Peter Martin,PROJECT XI: REFACTORING THE HELP SCREENS LOCALISED ON JDOCS AND SERVED IN THE JOOMLA! BACKEND THROUGH THE HELP SERVER TO MAKE THEM MORE MANAGEABLE BY VOLUNTEERS - 2017 - Google Summer of Code Archive,mentor,https://github.com/joomla-projects/gsoc17_helpscreens_on_jdocs/pull/10,php,web,male
2017,Joomla,Tom Hutchison,PROJECT XI: REFACTORING THE HELP SCREENS LOCALISED ON JDOCS AND SERVED IN THE JOOMLA! BACKEND THROUGH THE HELP SERVER TO MAKE THEM MORE MANAGEABLE BY VOLUNTEERS - 2017 - Google Summer of Code Archive,mentor,https://github.com/joomla-projects/gsoc17_helpscreens_on_jdocs/pull/10,php,web,male
2017,Joomla,Joa£o Reys Santos,PROJECT XI: REFACTORING THE HELP SCREENS LOCALISED ON JDOCS AND SERVED IN THE JOOMLA! BACKEND THROUGH THE HELP SERVER TO MAKE THEM MORE MANAGEABLE BY VOLUNTEERS - 2017 - Google Summer of Code Archive,mentor,https://github.com/joomla-projects/gsoc17_helpscreens_on_jdocs/pull/10,php,web,male
2017,Joomla,Sandra Thevenet,PROJECT XI: REFACTORING THE HELP SCREENS LOCALISED ON JDOCS AND SERVED IN THE JOOMLA! BACKEND THROUGH THE HELP SERVER TO MAKE THEM MORE MANAGEABLE BY VOLUNTEERS - 2017 - Google Summer of Code Archive,mentor,https://github.com/joomla-projects/gsoc17_helpscreens_on_jdocs/pull/10,php,web,male
2017,Joomla,Ricardo Fusco,Project XIII - PR Testing Platform - 2017 - Google Summer of Code Archive,student,https://github.com/joomla-projects/gsoc17_pr_testing_platform,php,web,female
